loss,mae,val_loss,val_mae
0.03666933998465538,0.10383614152669907,0.06560970842838287,0.2123468816280365
0.010809092782437801,0.04355889931321144,0.07216507941484451,0.2463572472333908
0.008074506185948849,0.03655381128191948,0.08532491326332092,0.27759286761283875
0.0068092127330601215,0.033486831933259964,0.042740270495414734,0.15101812779903412
0.005640476942062378,0.03039916604757309,0.09356153756380081,0.29347288608551025
0.004607121925801039,0.027651462703943253,0.06900116056203842,0.24761979281902313
0.005010213702917099,0.028683992102742195,0.047773681581020355,0.18962489068508148
0.004006046336144209,0.025511804968118668,0.03465944901108742,0.14326193928718567
0.0040510958060622215,0.025636179372668266,0.041154131293296814,0.17528024315834045
0.0035201923456043005,0.023668337613344193,0.024938028305768967,0.1039445772767067
0.003530480433255434,0.023712245747447014,0.03353402018547058,0.15169180929660797
0.003331059357151389,0.02317478135228157,0.0288266371935606,0.1351471245288849
0.0034501184709370136,0.023840783163905144,0.06200419366359711,0.23668217658996582
0.002952379873022437,0.021277109161019325,0.0881948322057724,0.2849239706993103
0.0028483520727604628,0.021179651841521263,0.08838152140378952,0.2832997143268585
0.0028979931958019733,0.021380620077252388,0.014710649847984314,0.07125356048345566
0.0028484552167356014,0.021381206810474396,0.01669461280107498,0.09305829554796219
0.002852733014151454,0.021420426666736603,0.009960858151316643,0.050240229815244675
0.0026959606911987066,0.020662108436226845,0.010123194195330143,0.06001703068614006
0.0024613970890641212,0.019746603444218636,0.006916374433785677,0.04392246529459953
0.002701924182474613,0.02086273953318596,0.006560923997312784,0.04123678430914879
0.0024492922239005566,0.019816547632217407,0.0054717399179935455,0.03729647397994995
0.0023607907351106405,0.019355976954102516,0.004735050722956657,0.03686502203345299
0.0023565960582345724,0.019492052495479584,0.0034117538016289473,0.027231110259890556
0.002279906766489148,0.018990367650985718,0.0038533781189471483,0.031296875327825546
0.0023371512070298195,0.019286930561065674,0.004396544769406319,0.04520866647362709
0.002166688209399581,0.01849600486457348,0.0035076136700809,0.029655473306775093
0.002316598314791918,0.019259098917245865,0.002509958576411009,0.02493605762720108
0.0019767966587096453,0.017738545313477516,0.0035983016714453697,0.024720702320337296
0.002080884762108326,0.018124476075172424,0.003216468496248126,0.030350608751177788
0.002095443895086646,0.01833571121096611,0.007110824342817068,0.0558018796145916
0.002088243840262294,0.018277740105986595,0.0020148211624473333,0.018881045281887054
0.002038096310570836,0.017934031784534454,0.002166520105674863,0.019760046154260635
0.0020436029881238937,0.01800728775560856,0.0018699256470426917,0.017608972266316414
0.0018874434754252434,0.01732044667005539,0.0014595030806958675,0.01577771268785
0.001973164966329932,0.01757289655506611,0.0021301705855876207,0.019557105377316475
0.0018442380242049694,0.017171818763017654,0.002794872038066387,0.0211961567401886
0.0020061891991645098,0.017865538597106934,0.004004744812846184,0.04102649912238121
0.001825129147619009,0.016967935487627983,0.002089781453832984,0.02155599556863308
0.0018686397233977914,0.017216134816408157,0.0016466351225972176,0.01645510084927082
0.001840215758420527,0.017117159441113472,0.0015132151311263442,0.015599573031067848
0.00173248874489218,0.016637977212667465,0.0015609182883054018,0.015612099319696426
0.0018324581906199455,0.01699715107679367,0.004256912972778082,0.02547605149447918
0.0017333865398541093,0.01646379753947258,0.0015837857499718666,0.015682680532336235
0.0016905496595427394,0.016327599063515663,0.002406643470749259,0.01841309852898121
