loss,mae,val_loss,val_mae
0.2225734442472458,0.45813918113708496,0.2232411652803421,0.4592456817626953
0.22214250266551971,0.4577077329158783,0.22268491983413696,0.4586848020553589
0.22155414521694183,0.45711666345596313,0.22204498946666718,0.45803913474082947
0.22083264589309692,0.45638683438301086,0.2212851345539093,0.45727142691612244
0.22000648081302643,0.455550879240036,0.2203514277935028,0.45632585883140564
0.21905863285064697,0.4545856714248657,0.21911385655403137,0.45506879687309265
0.21785609424114227,0.4533573091030121,0.21749332547187805,0.45341572165489197
0.2159576117992401,0.4514082670211792,0.21524010598659515,0.45110517740249634
0.21322716772556305,0.4485897719860077,0.21213118731975555,0.44789421558380127
0.20973901450634003,0.4449644684791565,0.20751158893108368,0.4430798888206482
0.2045702189207077,0.439482182264328,0.2019108384847641,0.43715742230415344
0.19793729484081268,0.4323424994945526,0.19428056478500366,0.4289015531539917
0.18916675448417664,0.42264100909233093,0.18550780415534973,0.41911134123802185
0.1789906620979309,0.411044180393219,0.1756441444158554,0.407665878534317
0.1672377586364746,0.3970566987991333,0.1646450012922287,0.3942519724369049
0.15394669771194458,0.3803079128265381,0.15237505733966827,0.37829795479774475
0.13987745344638824,0.3614334464073181,0.14089466631412506,0.3621973991394043
0.1261797994375229,0.3413197100162506,0.12986117601394653,0.34534820914268494
0.11348219960927963,0.3207916021347046,0.11675126105546951,0.3228912949562073
0.10278334468603134,0.30099427700042725,0.10685021430253983,0.30342113971710205
0.09330330789089203,0.28205034136772156,0.10112424939870834,0.29062503576278687
0.08587683737277985,0.2648589313030243,0.09487560391426086,0.27465900778770447
0.07949048280715942,0.24932554364204407,0.09126195311546326,0.2641110420227051
0.07513328641653061,0.23628151416778564,0.08932452648878098,0.2578519582748413
0.07248503714799881,0.22605638206005096,0.08671095967292786,0.24859492480754852
0.07020142674446106,0.2169235795736313,0.08368556946516037,0.23575326800346375
0.06828752160072327,0.20900724828243256,0.08158771693706512,0.22456002235412598
0.06703019142150879,0.20269480347633362,0.08040884882211685,0.21638481318950653
0.0662684515118599,0.19768458604812622,0.07963725179433823,0.209743931889534
0.06560032069683075,0.19327440857887268,0.07915442436933517,0.20428313314914703
0.06485622376203537,0.1891872137784958,0.07885859161615372,0.19990351796150208
0.06476123631000519,0.1866421103477478,0.07873418182134628,0.19763721525669098
0.06434270739555359,0.18378134071826935,0.07868742197751999,0.19611771404743195
0.06436575949192047,0.1819562315940857,0.07871616631746292,0.19571778178215027
0.06392570585012436,0.179533451795578,0.07878378033638,0.1963709145784378
0.0638611763715744,0.17797954380512238,0.07890055328607559,0.19696833193302155
0.06364957988262177,0.17630809545516968,0.0790194571018219,0.19792886078357697
0.0632171779870987,0.17450831830501556,0.07907716184854507,0.1976684331893921
0.0634036436676979,0.1737101823091507,0.07907561212778091,0.1959656924009323
0.06340405344963074,0.17290686070919037,0.0790821835398674,0.19464236497879028
0.06318709254264832,0.1716342568397522,0.07912781834602356,0.19347476959228516
0.06328567117452621,0.171179860830307,0.07916393876075745,0.19250616431236267
0.06310509890317917,0.17012491822242737,0.0791415348649025,0.19165778160095215
0.06331316381692886,0.17000740766525269,0.07914295792579651,0.19062195718288422
0.06284349411725998,0.16845864057540894,0.07915049046278,0.18909600377082825
0.06311855465173721,0.1683816760778427,0.07918235659599304,0.1873473823070526
0.0631493628025055,0.1680205911397934,0.0792330652475357,0.18631140887737274
0.06315461546182632,0.16763800382614136,0.07926571369171143,0.1847585141658783
0.0631190836429596,0.16716940701007843,0.07931385934352875,0.18321247398853302
0.0628361627459526,0.16636192798614502,0.07934513688087463,0.1824161261320114
0.06292309612035751,0.16614486277103424,0.07938030362129211,0.18209224939346313
0.06280500441789627,0.16550663113594055,0.07938415557146072,0.18186697363853455
0.0627000629901886,0.16511058807373047,0.07940267771482468,0.18126167356967926
0.06287530809640884,0.16506557166576385,0.07950347661972046,0.18002326786518097
0.06299687922000885,0.1649756282567978,0.07952842116355896,0.17946678400039673
0.06275466084480286,0.16421453654766083,0.07956831902265549,0.1800130158662796
0.06297873705625534,0.1643788367509842,0.07962337881326675,0.18112891912460327
0.0630645602941513,0.16431929171085358,0.07971419394016266,0.1828610897064209
0.06268880516290665,0.16362722218036652,0.07977902144193649,0.18348461389541626
0.0627659484744072,0.163463294506073,0.07975736260414124,0.18402647972106934
0.06282569468021393,0.16351519525051117,0.07975762337446213,0.18500912189483643
0.06292276084423065,0.16323120892047882,0.0797872245311737,0.1854412704706192
0.06262625008821487,0.1625569611787796,0.07982365787029266,0.18559882044792175
0.06268728524446487,0.16266363859176636,0.07986293733119965,0.18637186288833618
0.06264394521713257,0.16236735880374908,0.07994706928730011,0.18693681061267853
0.06272462755441666,0.16247428953647614,0.08005091547966003,0.18799632787704468
0.06251293420791626,0.16193732619285583,0.08006490767002106,0.1880151629447937
0.06269242614507675,0.16221895813941956,0.08006516098976135,0.18686369061470032
0.06275299191474915,0.16195237636566162,0.08002908527851105,0.1852196902036667
0.06274272501468658,0.16178573668003082,0.07997094094753265,0.18366505205631256
0.06263190507888794,0.16145910322666168,0.07995696365833282,0.18255946040153503
0.06274334341287613,0.161854550242424,0.0800420418381691,0.18185661733150482
0.06257390230894089,0.16129449009895325,0.08007015287876129,0.1809273064136505
